date,ticker,text,sentiment_score,day_return,close
2026-03-17 10:55:08,SLEN,"Губернатор Сахалина провел совещание с участием представителей Сахалинэнерго и РусГидро и потребовал разобраться в причинах масштабного отключения света на Сахалине 14 марта #SLEN #HYDR Подобный инцидент уже имел место в декабре прошлого года. Повторение считаю недопустимым, — сказал Валерий Лимаренко.",0.0,0.1506024096385644,3.325
2026-03-17 10:55:08,HYDR,"Губернатор Сахалина провел совещание с участием представителей Сахалинэнерго и РусГидро и потребовал разобраться в причинах масштабного отключения света на Сахалине 14 марта #SLEN #HYDR Подобный инцидент уже имел место в декабре прошлого года. Повторение считаю недопустимым, — сказал Валерий Лимаренко.",0.0,-0.2483630616391939,0.4418
2026-03-17 10:46:10,APRI,"АПРИ приступает к реализации 2-х проектов в Ставропольском крае и Ростовской области с потенциальным суммарным объемом застройки 550 тыс кв м. #APRI Мы видим колоссальный дефицит качественного номерного фонда в Кавминводах на фоне загрузки отелей, в высокий сезон она превышает 90%. Растущий спрос на внутренний туризм и ограниченное предложение со стороны гостиниц открывают для АПРИ уникальное инвестиционное окно. Кроме этого, развитие новых рекреационных проектов в Кавказских Минеральных Водах входит в число приоритетов в рамках Федерального плана комплексного развития городов-курортов региона до 2030 года, - сообщил Павел Крутолапов, гендиректор АПРИ.",1.0,-0.42706964520368773,15.155
2026-03-17 10:34:37,SNGS,"Кремль может рассчитывать на дальнейшее смягчение санкций со стороны Белого дома, если поставки ближневосточной нефти через пролив не возобновятся в полном объеме — Bloomberg #SNGS #SIBN",0.0,0.1552106430155217,22.585
2026-03-17 10:34:37,SIBN,"Кремль может рассчитывать на дальнейшее смягчение санкций со стороны Белого дома, если поставки ближневосточной нефти через пролив не возобновятся в полном объеме — Bloomberg #SNGS #SIBN",0.0,-0.22856098006948256,545.65
2026-03-17 10:31:03,ROSN,"Москва загружает нефть в танкеры: за неделю до 15 марта 37 танкеров погрузили 27,79 млн барр российской нефти, неделей ранее - 20,18 млн барр на 27 судах — Bloomberg #ROSN #LKOH",0.0,-0.18141503729087566,495.2
2026-03-17 10:31:03,LKOH,"Москва загружает нефть в танкеры: за неделю до 15 марта 37 танкеров погрузили 27,79 млн барр российской нефти, неделей ранее - 20,18 млн барр на 27 судах — Bloomberg #ROSN #LKOH",0.0,0.1049317943336831,5724.0
2026-03-17 10:24:16,GAZP,В ОАЭ вспыхнуло газовое месторождение из-за ударов Ирана — Bloomberg #GAZP,0.0,-0.443959809954041,127.82
2026-03-17 10:18:43,MRKV,"Чистая прибыль Россети Волга по МСФО за 2025 год выросла в 2,78 раза г/г до ₽11,04 млрд, выручка ₽129,25 млрд #MRKV",1.0,2.3199758963543355,0.1698
2026-03-17 10:13:32,MRKV,"Россети Волга РСБУ 2025 год: Выручка ₽129,05 млрд Чистая прибыль ₽10,89 млрд #MRKV",0.0,2.3199758963543355,0.1698
2026-03-17 10:08:44,HEAD,"Число открытых вакансий в январе-марте 2026 года в большинстве отраслей уменьшилось на 12% г/г, а количество резюме увеличилось на 22% г/г — Forbes со ссылкой на SuperJob #HEAD",0.0,-0.033200531208499334,3011.0
2026-03-17 09:46:12,LKOH,19 марта 2026 года - ЛУКОЙЛ - СД решит по дивидендам #LKOH,0.0,0.1049317943336831,5724.0
2026-03-17 09:27:12,BSPB,"БСПБ РСБУ за февраль 2026 года: Чистая прибыль ₽2,4 млрд Чистая прибыль за 2М ₽6,1 млрд Выручка ₽6,6 млрд Выручка за 2М ₽13,5 млрд #BSPB",0.0,-0.3077474678060213,333.66
2026-03-17 09:02:25,HNFG,Сеть одежды Modis подала заявление о банкротстве — Ъ #HNFG,0.0,-0.8731808731808708,476.8
2026-03-17 08:39:20,BELU,"Розничные продажи крепкого алкоголя в России в феврале снизились на 2,73% г/г и на 11,8% м/м, составив 14,82 млн дал — Ъ #BELU",0.0,0.04631773969430028,432.0
2026-03-17 08:06:51,MGNT,"Ритейлер Светофор сократил число магазинов на 11,6% по итогам 2025 года: сеть теряет позиции на фоне роста конкурентов и онлайн-торговли — Ведомости #MGNT #X5 #LENT",0.0,-0.15527950310559005,3215.0
2026-03-17 08:06:51,LENT,"Ритейлер Светофор сократил число магазинов на 11,6% по итогам 2025 года: сеть теряет позиции на фоне роста конкурентов и онлайн-торговли — Ведомости #MGNT #X5 #LENT",0.0,-1.197339246119734,2228.0
2026-03-17 07:39:19,PLZL,"Полюс фиксирует резкий рост себестоимости и ожидает дальнейшее увеличение затрат в 2026 году на 10–50%, до $810–1100 за унцию, из-за роста НДПИ и ухудшения качества добыча — Ъ #PLZL",0.0,0.15033826108744294,2398.2
2026-03-17 07:05:52,AKRN,Венгрия обратилась к ЕС с просьбой отменить пошлины на удобрения из РФ и Белоруссии на фоне войны в Иране — Politico #PHOR #AKRN,0.0,1.768520337983887,20716.0
2026-03-17 07:05:52,PHOR,Венгрия обратилась к ЕС с просьбой отменить пошлины на удобрения из РФ и Белоруссии на фоне войны в Иране — Politico #PHOR #AKRN,0.0,1.3630229419703104,7511.0
2026-03-16 21:23:13,UGLD,"ЮГК не комментирует арест ее средств, находится в тесном взаимодействии с госорганами — РИА Новости со ссылкой на пресс-службу компании #UGLD",0.0,-9.515214027849405,0.7018
2026-03-16 21:03:18,EUTR,Рентабельность продаж бензина на АЗС России к середине марта упала ниже прошлогоднего уровня из-за роста оптовых цен на нефтепродукты — Ъ #EUTR,0.0,0.0833333333333286,120.1
2026-03-16 20:18:14,LKOH,"Еврокомиссия рекомендует странам ЕС, включая Венгрию и Словакию, готовиться к полному запрету на импорт нефти из России — еврокомиссар по энергетике Дан Йоргенсен #LKOH",1.0,-2.2130725681935153,5700.0
2026-03-16 19:57:28,RUAL,Русал не видит рисков для российского рынка алюминия из-за ситуации вокруг Ирана и готов увеличить поставки при росте спроса на металл — РИА Новости #RUAL,0.0,-2.3155329049412843,44.085
2026-03-16 19:43:14,WUSH,"ВУШ МСФО 2025 г.: выручка ₽12,07 млрд чистый убыток ₽2,30 млрд #WUSH",0.0,2.0619635754657724,97.51
2026-03-16 18:26:25,UGLD,Акции ЮГК упали на 10% после наложения ареста на денежные средства компании #UGLD,0.0,-9.515214027849405,0.7018
2026-03-16 18:22:25,UGLD,На денежные средства ЮГК наложен арест. Сумма составляет 32 141 541 000 рублей #UGLD,0.0,-9.515214027849405,0.7018
2026-03-16 18:19:41,RUAL,"РУСАЛ РСБУ 2025 г.: выручка ₽164,04 млрд чистый убыток ₽5,7 млрд #RUAL",0.0,-2.3155329049412843,44.085
2026-03-16 18:04:55,SVCB,МНЕНИЕ: Ожидаем дивиденды Совкомбанка по итогам 2025 г. 60 коп. на акцию . Сохраняем целевую цену на уровне 20 руб. и рейтинг ПОКУПАТЬ — Ренессанс Капитал #SVCB,0.0,-0.7052709725315562,13.375
2026-03-16 17:37:54,PLZL,"Полюс по итогам 2025 года нарастил капитальные затраты до рекордного уровня $2,18 млрд за счет инвестиций в действующие и перспективные проекты. Общие денежные затраты достигли $739 на унцию, главным образом в результате роста НДПИ на фоне более высокой средней цены реализации золота. Производство составило 2,53 млн унций, что соответствует ранее заявленному гайденсу в диапазоне 2,5–2,6 млн унций, EBITDA выросла до $6,35 млрд . Чистый долг компании составил около $7,1 млрд, показатель Net debt/EBITDA — около 1,1x. Таким образом компания в целом выполняет заявленные ориентиры и подтверждает репутацию одного из наиболее предсказуемых эмитентов в секторе, что является важным фактором для инвесторов. #PLZL",1.0,-1.6119746689694985,2392.6
2026-03-16 17:18:02,AFLT,Путин разрешил Аэрофлоту увеличить долю в Аэромаре — крупнейшем поставщике питания для авиапассажиров — распоряжение #AFLT,0.0,-1.014040561622471,50.76
2026-03-16 17:01:49,GAZP,"Газпром РСБУ 2025 г.: выручка ₽5,846 трлн чистая прибыль ₽11,3 млрд #GAZP",-1.0,-1.4140793114048595,128.28
2026-03-16 16:57:59,VKCO,"Telegram - незаконный мигрант, который работает в России, но ее законов не соблюдает и подлежит депортации — замкомитета Госдумы по информполитике Олег Матвейчев #VKCO",-1.0,2.268211920529809,308.85
2026-03-16 16:29:23,WUSH,Власти Петербурга рассматривают возможность введения полного запрета на въезд в исторический центр города на электросамокатах #WUSH #MTSS,0.0,2.0619635754657724,97.51
2026-03-16 16:29:23,MTSS,Власти Петербурга рассматривают возможность введения полного запрета на въезд в исторический центр города на электросамокатах #WUSH #MTSS,0.0,-0.5487269534679543,226.55
2026-03-16 16:04:30,RTKM,"Счетная палата собирается проверить тарифы Почты России и Ростелекома при предоставлении ими услуг для госорганов и судов — Парламентская газета #RTKM Как отметила аудитор Счетной палаты Светлана Орлова, комплексная проверка информационной судебной системы уже выявила отсутствие единого информационного пространства и завышенные тарифы Почты России и Ростелекома. Конечно, они должны снижать тарифы. Но здесь технологию должна разработать ФАС, которая за этим следит, — сказала аудитор.",-1.0,-1.1673791515948715,60.11
2026-03-16 15:20:44,GAZP,Еврокомиссар по энергетике: Мы не хотим повторять ошибок прошлого и не будем импортировать из России ни одной молекулы газа #GAZP #NVTK,0.0,-1.4140793114048595,128.28
2026-03-16 15:20:44,NVTK,Еврокомиссар по энергетике: Мы не хотим повторять ошибок прошлого и не будем импортировать из России ни одной молекулы газа #GAZP #NVTK,0.0,-3.3140489965002407,1353.7
2026-03-16 15:15:26,GEMA,"Гемабанк рассматривает возможность размещения до 3,3 млн дополнительных обыкновенных акций по открытой подписке #GEMA Окончательное решение о размещении и его условиях будет принято Общим собранием акционеров 7 апреля 2026 года.",0.0,-3.336113427856547,115.9
2026-03-16 14:10:00,HEAD,"За год число активных резюме на одну открытую вакансию увеличилось почти вдвое #HEAD В феврале 2026 показатель составлял 9,6 .",0.0,-0.23201856148491878,3010.0
2026-03-16 13:52:36,FESH,ФАС исключила более 3 млрд рублей из тарифов на услуги в морских портах в 2025 году #NMTP #FESH,0.0,-1.3891132288806323,61.05
2026-03-16 13:52:36,NMTP,ФАС исключила более 3 млрд рублей из тарифов на услуги в морских портах в 2025 году #NMTP #FESH,0.0,-1.1972633979475533,8.665
2026-03-16 13:45:29,TRNFP,"Украинцы ремонтируют нефтепровод Дружба в поте лица — еврокомиссар по энергетике Дан Йоргенсен #TRNFP У нас была утром встреча с украинцами, которые заявили, что работают так быстро, как только могут, чтобы отремонтировать нефтепровод, — заявил Йоргенсен.",1.0,-1.1178717985000834,1397.6
2026-03-16 13:32:57,VTBR,Только 9% крупных российских банков в 2026 году ожидают снижения чистой прибыли — РБК со ссылкой на исследование НКР и Б1 #VTBR #SVCB,0.0,-0.1155401502021887,86.45
2026-03-16 13:32:57,SVCB,Только 9% крупных российских банков в 2026 году ожидают снижения чистой прибыли — РБК со ссылкой на исследование НКР и Б1 #VTBR #SVCB,0.0,-0.7052709725315562,13.375
2026-03-16 13:30:37,PLZL,МНЕНИЕ: По итогам года за 4 квартал Полюс может заплатить дивиденды в размере около ₽55 на акцию — Market Power #PLZL,0.0,-1.6119746689694985,2392.6
2026-03-16 13:24:03,ROSN,Индийский замминистра торговли: Мы закупаем российскую нефть. Объемы закупок у России возросли #ROSN #LKOH,0.0,-2.573456911851708,494.05
2026-03-16 13:24:03,LKOH,Индийский замминистра торговли: Мы закупаем российскую нефть. Объемы закупок у России возросли #ROSN #LKOH,0.0,-2.2130725681935153,5700.0
2026-03-16 13:02:27,SBER,"Количество выданных автокредитов в феврале 2026 года снизилось на 7,4% м/м до 1,49 млн ед — НБКИ #SBER",0.0,-0.39351487486226977,316.4
2026-03-16 12:54:04,PHOR,"Китай ограничивает экспорт удобрений — Bloomberg #PHOR По словам источников, знакомых с ситуацией, правительство попросило экспортеров приостановить вывоз азотно-калийных удобрений. Пекин также подтвердил существующие ограничения на экспорт карбамида",0.0,0.6798096532970768,7405.0
2026-03-16 12:33:03,APRI,"Объем продаж АПРИ в январе-феврале 2026 года вырос в 5,4 раза г/г до 31,02 тыс кв м — операционные результаты #APRI Объем продаж в денежном выражении также увеличился в 5,4 раза и составил 4,74 млрд руб. Стоит отметить, что строительный рынок становится все более сбалансированным: спрос на рыночную ипотеку растет по мере снижения ставки, а помимо механизмов льготной ипотеки набирают популярность альтернативные методы стимулирования продаж. При этом новые проекты запускаются осторожно, что, по прогнозам аналитиков, создает предпосылки дефицита предложения объектов в высокой степени готовности уже в среднесрочной перспективе в основных регионах нашего присутствия. На этом фоне АПРИ оказывается в выигрышной позиции: с уровнем стройготовности 65% и высоким качеством застройки мы готовы удовлетворить растущий спрос, - председатель СД АПРИ Алексей Овакимян.",1.0,-1.6921575008135359,15.105
2026-03-16 12:30:16,SBER,В конце 2025 года количество случаев продажи квартир из-за ипотечных долгов выросло вдвое — Известия #SBER,0.0,-0.39351487486226977,316.4
2026-03-16 12:09:48,MISB,В акциях дочек и сынишек ТНС Энерго сегодня всеобъемлющий рост после выхода отчетностей по РСБУ... ну или по какой-другой причине #YRSB #MISB,0.0,10.389610389610393,59.5
2026-03-16 11:50:21,CHMF,"Производство стали в Китае за январь-февраль 2026 года снизилось на 3,6% г/г до 160 млн т — Bloomberg #CHMF",0.0,-0.3234850118611171,924.4
2026-03-16 11:39:36,RUAL,"Алюминиевый завод South32 в Мозамбике, второй по величине в Южном полушарии, приостановил работу из-за высоких цен на электроэнергию — Bloomberg #RUAL",-1.0,-2.3155329049412843,44.085
2026-03-16 11:20:28,RUAL,"МНЕНИЕ: Дефицит алюминия на мировом рынке в 2026 году способен спровоцировать рост издержек и конечных цен в производственном секторе — эксперты, опрошенные РИА Новости #RUAL",0.0,-2.3155329049412843,44.085
2026-03-16 11:03:36,TGKBP,"ТГК-2 РСБУ 2025 год: Выручка ₽52,05 млрд Чистая прибыль ₽1,64 млрд против прибыли ₽16,7 млн годом ранее #TGKBP",0.0,0.7709251101321655,0.00915
2026-03-16 11:01:03,PLZL,"Полюс подтверждает ранее озвученный объем производства золота на 2026 год в диапазоне 2,5 млн - 2,6 млн унций #PLZL",0.0,-1.6119746689694985,2392.6
2026-03-16 10:59:10,PLZL,"Капзатраты Полюса в 2025 году выросли на 73% г/г до рекордных $2,18 млрд, прогноз на 2026 год - $2,2-2,5 млрд #PLZL Полюс вошел в новый цикл роста, в рамках которого нам предстоят масштабные инвестиции в развитие предприятий. Уже в 2025 году они составили рекордные за всю историю Компании $2,2 млрд, - Алексей Востоков, гендиректор компании.",1.0,-1.6119746689694985,2392.6
2026-03-16 10:56:08,PLZL,"Объем производства золота Полюсом в 2025 году снизился на 16% г/г до 2,52 млн унций, объем реализации снизился на 18% до 2,53 млн унций #PLZL",0.0,-1.6119746689694985,2392.6
2026-03-16 10:38:30,PLZL,"Чистая прибыль Полюса по РСБУ за 2025 год составила 2,12 трлн руб против 0,7 трлн руб годом ранее #PLZL",-1.0,-1.6119746689694985,2392.6
2026-03-16 10:37:07,SVCB,МНЕНИЕ: В 2026 прогнозируем рост чистой прибыли Совкомбанка на 68% г/г до 89 млрд ₽ — это самый сильный ожидаемый рост чистой прибыли в российском финансовом секторе — АТОН #SVCB,0.0,-0.7052709725315562,13.375
2026-03-16 10:30:17,PLZL,"Полюс МСФО 2025 год: Выручка ₽695,1 млрд Прибыль ₽314,1 млрд #PLZL",0.0,-1.6119746689694985,2392.6
2026-03-16 10:12:09,WUSH,"Акционерам ВУШ с утра захотелось покататься: вместо электросамокатов они выбрали акции, которые прибавляют более 4% #WUSH",0.0,2.0619635754657724,97.51
2026-03-16 10:03:53,VTBR,"Россияне в январе 2026 год сняли с банковских карт и накопительных счетов ₽1,6 трлн - второй по величине отток за всю историю наблюдений — РБК #SBER #VTBR",0.0,-0.1155401502021887,86.45
2026-03-16 10:03:53,SBER,"Россияне в январе 2026 год сняли с банковских карт и накопительных счетов ₽1,6 трлн - второй по величине отток за всю историю наблюдений — РБК #SBER #VTBR",0.0,-0.39351487486226977,316.4
2026-03-16 09:26:55,YDEX,Яндекс опроверг информацию Коммерсанта о сокращении сотрудников. Компания продолжает активно нанимать работников в разные сервисы. По итогам 2025 года численность основного персонала увеличилась на 9% и превысила 31 500 человек. Сейчас в Яндексе открыто почти 1 300 вакансий. #YDEX,0.0,-0.7630211213093,4487.0
2026-03-16 09:17:59,MTLR,"Цены на российский высококалорийный уголь в Азии выросли из-за конфликта на Ближнем Востоке и скачка цен на газ. При этом российские угольщики смогут извлечь выгоду на премиальных рынках, таких как Южная Корея. В то время Китай, как главный покупатель угля в регионе, не готов платить премию за доставку — Ъ #MTLR #RASP",0.0,0.664046618783026,74.28
2026-03-16 08:41:26,YDEX,Яндекс может сократить часть сотрудников в поисковом направлении в рамках оптимизации штата — Ъ #YDEX,0.0,-0.7630211213093,4487.0
2026-03-16 07:51:27,ROSN,Россия в феврале увеличила экспорт дизтоплива в Бразилию на 68% г/г и ищет новые рынки для нефтепродуктов на фоне отказа старых партнеров от закупок из-за санкций — Ъ #ROSN #LKOH,0.0,-2.573456911851708,494.05
2026-03-16 07:51:27,LKOH,Россия в феврале увеличила экспорт дизтоплива в Бразилию на 68% г/г и ищет новые рынки для нефтепродуктов на фоне отказа старых партнеров от закупок из-за санкций — Ъ #ROSN #LKOH,0.0,-2.2130725681935153,5700.0
2026-03-16 07:42:12,MOEX,"Доля операций нерезидентов на российском рынке акций во II половине 2025 года выросла втрое и превысила 3,5% от общего оборота — максимум за последние три года — Ъ #MOEX",0.0,-0.4335919671382878,174.52
2026-03-16 07:31:00,ROSN,МНЕНИЕ: Эксперты о временном смягчении санкций США на российскую нефть — Ведомости Смягчение носит технический характер и не направлено на конкретные компании Лицензия не означает устойчивого восстановления экспорта — это скорее временное решение на фоне кризиса поставок Запасы российской нефти на танкерах способны закрыть разрыв спроса и предложения лишь на несколько недель Санкции для администрации Трампа остаются инструментом политического давления #ROSN #LKOH,0.0,-2.573456911851708,494.05
2026-03-16 07:31:00,LKOH,МНЕНИЕ: Эксперты о временном смягчении санкций США на российскую нефть — Ведомости Смягчение носит технический характер и не направлено на конкретные компании Лицензия не означает устойчивого восстановления экспорта — это скорее временное решение на фоне кризиса поставок Запасы российской нефти на танкерах способны закрыть разрыв спроса и предложения лишь на несколько недель Санкции для администрации Трампа остаются инструментом политического давления #ROSN #LKOH,0.0,-2.2130725681935153,5700.0
2026-03-15 16:55:17,GAZP,"Алексей Миллер: В ПХГ крупнейших по газопотреблению стран уровень запасов значительно ниже среднего показателя по ЕС, именно это создает серьезные сложности для предстоящего сезона закачки #GAZP",0.0,0.20778820994305855,130.21
2026-03-15 16:36:44,RUAL,В Бахрейне сокращают производство на крупнейшем в мире алюминиевом заводе — Bloomberg #RUAL,0.0,1.5467991419216491,44.97
2026-03-14 16:16:14,GAZP,"В хранилищах Нидерландов осталось всего 8,3% запасов газа - это минимальный уровень для 12 марта за всю историю наблюдений — Газпром #GAZP",0.0,0.22388635837257165,129.82
2026-03-14 15:46:53,SVCB,"Доходность капитала - циклична, за каждым спадом ROE следовал рост. 2025 год не исключение — презентация Совкомбанка #SVCB",-1.0,0.2622705133008628,13.38
2026-03-13 22:55:17,PHOR,Трамп ослабляет санкции против Венесуэлы в отношении нефти и удобрений для американских предприятий и фермеров — Axios #PHOR,0.0,-0.9145509145509146,7259.0
2026-03-13 22:38:36,GAZP,"Орбан: без российского газа и нефти преодолеть нынешний энергетический кризис в Европе не удастся, а стратегия ЕС, направленная на изоляцию России, потерпела крах #GAZP",0.0,-0.7593771573214767,129.38
2026-03-13 21:12:51,YDEX,Яндекс направил в РКН и ФАС запросы о разъяснении ситуации с рекламой в Telegram — Forbes #YDEX,0.0,-0.03329633740288568,4503.5
2026-03-13 20:45:28,GMKN,"Интеррос сократил долю в Норникеле с 37% до 33,51%, передав 3,49% акций в Благотворительный фонд Владимира Потанина — Ъ #GMKN",0.0,-0.35943517329910285,155.24
2026-03-13 20:36:11,IRAO,"В Интер РАО заявили, что доля потерянных акционеров составляет 0,2%, и сумма приостановленных дивидендов будет незначительной — РБК #IRAO 27 марта СД Интер РАО рассмотрит вопрос о приостановлении выплаты дивидендов в отношении акционеров, с которыми утрачена связь.",0.0,-0.23592324630386413,3.1715
2026-03-13 20:28:39,MISB,"ТНС энерго Марий Эл РСБУ 2025 г: выручка ₽11,72 млрд чистая прибыль ₽2,06 млрд #MISB",0.0,7.088122605363976,55.9
2026-03-13 20:21:53,ELMT,СД ГК Элемент 15 марта обсудит досрочное прекращение полномочий президента Ильи Иванцова и назначение нового руководителя #ELMT,0.0,0.21428571428571047,0.1403
2026-03-13 20:04:19,TNSE,"ТНС энерго РСБУ 2025 г.: выручка ₽3,52 млрд чистая прибыль ₽10,02 млрд #TNSE",0.0,-0.15527950310559005,3215.0
2026-03-13 20:02:34,VRSB,"ТНС энерго Воронеж РСБУ 2025 г.: выручка ₽42,12 млрд чистая прибыль ₽3,37 млрд #VRSB",0.0,1.692524682651622,360.5
2026-03-13 19:40:09,SBER,"Суд по интеллектуальным правам поддержал Сбер в конфликте с компанией ФИТ и отменил решение о взыскании 1,445 млрд руб. с кредитной организации — РБК #SBER",-1.0,0.07901390644753477,316.65
2026-03-13 19:13:21,IVAT,"Акции IVA Technologies сегодня ракетят на 15% и вышли в лидеры роста, несмотря на отсутствие новостей #IVAT",1.0,15.460295151089246,164.3
2026-03-13 18:16:42,SVAV,"Соллерс готовится запустить новое производство рулевых колес, подушек и ремней безопасности, а также электронных блоков управления на индустриальной площадке УАЗ #SVAV",0.0,0.19607843137254902,511.0
2026-03-13 17:55:47,BAZA,Эксперт РА перешло на ПО для управления динамической ИТ-инфраструктурой от Базиса #BAZA,1.0,0.1598465473145689,125.32
2026-03-13 17:38:14,SNGS,Наши санкции в отношении России по нефти вполне оправданы и мы не собираемся их отменять — пресс-секретарь Еврокомиссии Шивон Макгарри #SNGS,0.0,-1.2260701226070128,22.96
2026-03-13 17:26:29,DOMRF,МНЕНИЕ: Ренессанс Капитал начинает аналитическое покрытие ДОМ.РФ с целевой ценой 2 700 руб. на горизонте 12 месяцев и рейтингом ПОКУПАТЬ #DOMRF,0.0,-0.08219928760618238,2188.0
2026-03-13 17:17:17,ROSN,"Экспорт нефтепродуктов из России морским путем в феврале 2026 года сократился на 3,3% г/г до 7,97 млн т — Reuters #ROSN #LKOH #NMTP",0.0,0.5215646940822513,501.1
2026-03-13 17:17:17,LKOH,"Экспорт нефтепродуктов из России морским путем в феврале 2026 года сократился на 3,3% г/г до 7,97 млн т — Reuters #ROSN #LKOH #NMTP",0.0,-0.4983245983331901,5790.5
2026-03-13 17:17:17,NMTP,"Экспорт нефтепродуктов из России морским путем в феврале 2026 года сократился на 3,3% г/г до 7,97 млн т — Reuters #ROSN #LKOH #NMTP",0.0,-0.4041570438799093,8.625
